gene,umap_x,umap_y,cluster
HOXC6,6.735204,-11.21868,1
AC245595.1,3.6387937,19.011557,3
GMFB,17.01665,12.326601,15
MEGF10,13.116201,21.309904,11
NCOA1,14.847351,18.329794,11
ZNF587,6.8527026,-3.0016026,13
CDR2,7.1193733,5.520854,9
ZBTB43,17.435965,3.4782627,7
HSPA9,1.6461644,17.092937,3
DOCK6,18.140778,8.3441725,7
NGRN,8.38427,-8.689036,1
SPIN2B,7.972932,6.893056,6
ASNS,9.847789,15.774442,0
RHOT2,22.805067,-4.5061817,18
KANSL1,4.1150517,19.195047,3
LRFN5,3.1871936,3.4547598,9
TOPORS,9.29032,13.369173,0
FAM118A,17.484993,12.753282,15
RAD52,7.778588,6.1025434,9
PNISR,0.24340954,13.4732485,10
IRS2,9.393534,-7.0495286,18
MED17,14.73316,20.06281,11
MYNN,19.653967,2.0754197,7
SRSF1,3.2083251,18.555798,3
HIF1A,5.0223694,19.4655,3
ASCC3,-4.681191,5.786644,4
KIF5B,-0.19636537,15.471506,10
ZNF324,2.905281,-0.93461496,13
AVL9,8.429585,-10.189099,1
SEC24B,8.376991,1.609867,9
RERE,3.5018892,19.071196,3
SPEG,5.353602,-10.123553,1
TTC28,18.984653,-6.5084805,18
SYNGAP1,11.479771,-7.842037,1
SAMD9,3.4901493,-2.635028,13
ZNF100,-6.9229364,0.20212635,19
FBXL19,4.10354,-1.5390168,13
EFNB2,8.478353,-1.4475448,13
DGCR8,4.4504786,-2.970185,13
OSGEP,22.147047,-4.0616484,18
HDAC8,3.5418477,-9.427444,1
VCPIP1,8.616735,0.05610658,13
MFSD10,21.860126,0.7523774,7
STK3,22.121155,-4.4464293,18
TRAK2,8.855376,0.48400462,13
EDNRA,18.649637,2.3912637,7
FAM161A,4.5955086,-9.804558,1
ZFP30,-5.6738963,0.29977474,2
SOBP,9.962282,-9.406242,1
TMEM67,3.510963,-2.61867,13
C11orf54,16.637463,-6.6335416,18
NRF1,6.007926,7.027634,9
THSD4,4.8304734,-0.6685013,13
SLC35B4,-0.09153286,-7.876408,1
CADM2,6.486674,10.248442,5
GNPDA2,22.072712,-4.5766797,18
PRRC2B,-4.149706,1.6045692,2
ASAP2,9.900249,-9.138104,1
BTG2,17.780033,7.493706,7
MED23,17.685955,7.4733152,7
HIST1H1B,-6.6993213,-2.3880386,19
TBCE,17.967583,3.2546024,7
BROX,12.132575,11.805563,0
PRKD3,20.976982,1.1748532,7
LIG3,11.415518,-8.689987,1
FAM133B,-4.4235973,7.372217,4
PCED1A,20.665918,10.2275,15
ZNF133,6.685338,3.9310484,9
CAV1,14.826188,18.713192,11
STRBP,7.470442,-10.507153,1
MUM1,13.961675,20.82663,11
MSI2,12.2863865,21.498251,11
KDM6A,6.6449485,-7.8653255,1
ZNF556,6.1157517,-10.945863,1
GPR107,6.134897,-8.461043,1
COG2,22.886055,-2.1400824,18
TUT7,5.729927,-10.521806,1
ARHGAP32,5.6158156,-0.6267726,13
EDN3,3.4859989,18.624172,3
LINC01089,4.7689238,3.0632823,9
SLC30A7,2.8178718,-8.067083,1
CEP44,15.268188,-6.717759,18
GEN1,-6.9293046,0.28497854,19
BRAF,9.406494,12.648031,0
TANC1,20.385105,9.482484,15
FER,4.210655,-9.688707,1
BRMS1L,7.5131707,-1.6337013,13
MCCC2,22.863285,-0.98167306,18
CCDC150,4.099918,5.0730715,9
CLOCK,0.51945984,-7.546157,1
PRKAG2,10.093455,-8.502531,1
YPEL1,-5.673836,0.2752329,2
FAM83D,7.5247264,7.9884815,6
PLSCR1,5.6616497,-3.2646966,13
PDE10A,5.832237,5.079857,9
ANKRD13A,19.46971,-5.7163377,18
SYMPK,22.153568,-3.548004,18
GGA1,16.836166,6.9923644,7
IGFBP6,6.694598,9.900552,5
ZDBF2,16.846447,4.1204996,7
RSF1,1.0688397,16.348976,3
SGPL1,3.8552916,-9.28434,1
AKAP12,2.111975,3.7295878,9
SZT2,5.2850614,-6.221,13
CDK17,7.32007,4.9271264,9
AEBP1,5.5756087,19.97038,17
TSGA10,5.8782496,4.1895876,9
CDK18,18.97968,-6.6280737,18
CLASRP,20.754625,1.469785,7
MAN2C1,13.306187,-7.5740433,18
ZNF529,9.447483,2.158443,18
FAM110B,12.668951,11.929563,0
SELENOI,20.048998,1.9421241,7
FAM208A,12.830276,-7.502203,1
ARHGEF2,21.019207,11.050579,15
C20orf194,4.884126,-6.6948433,13
MORC4,16.861605,5.3798776,7
ADAM9,19.445686,8.590796,7
TIA1,6.6159964,21.078243,17
CAPN10-DT,7.5814204,5.166401,9
TMEM185A,-3.752809,0.46011707,2
SGK494,1.9549495,3.9994955,9
HIST1H1D,18.980505,8.2468,7
ARL14EP,20.976665,10.107583,15
CAPRIN2,18.932568,-6.6146297,18
CCND2,-0.27412608,15.177795,10
MKNK1,18.01278,-6.9866757,18
AC245297.3,15.682814,12.43591,15
LONP1,15.288947,12.6241865,15
CEP97,-4.4466424,1.9665096,14
EMC1,20.350073,10.785324,15
CASC15,2.7544966,-7.9503603,1
MCU,21.110802,10.797242,15
SH2B3,3.0998583,4.895979,9
ZDHHC20,17.725904,8.1604395,7
DCP2,-4.526178,4.9207187,4
IL17RD,5.132718,-0.62634355,13
DCAF8,22.624527,-4.6281586,18
MAPKAPK5,20.528297,11.8452,15
CACUL1,22.931684,-0.5099168,18
RBM33,8.988791,21.993397,17
ANKRD27,5.057666,5.253919,9
TTC14,14.8905325,19.087166,11
WASHC4,22.648018,-4.691459,18
NBPF1,19.422195,8.5524435,7
LPP,-3.8270156,0.44599798,2
MIA3,14.212264,12.207681,15
QKI,-0.5535511,14.413847,10
RBM14,11.631484,11.482531,0
PARPBP,-6.978798,0.34644046,19
HMOX1,10.93208,16.188316,0
TMED5,22.513512,-2.266144,18
ACOX1,8.000033,-2.142425,13
MCM3AP-AS1,3.6435485,-2.7078109,13
FLNC,17.28339,3.997684,7
MAU2,8.111695,-10.231128,1
CLIP1,0.6015633,-7.1476684,1
KLHL21,6.840977,-6.894526,13
NLK,2.205832,3.7727964,9
SLITRK4,9.53325,2.2696168,18
SP100,5.288892,-10.473574,1
TACC3,5.3127494,7.5112996,9
PIMREG,-6.886005,-0.13232413,19
ZMYND8,20.627113,10.281869,15
CHORDC1,0.30174425,13.493993,10
SYNC,9.373666,13.049414,0
SAFB2,11.863855,11.899432,0
SPAG5,5.321049,7.517932,9
CHST15,4.9844913,5.3442974,9
MPHOSPH9,19.499882,-5.776947,18
IREB2,12.187781,11.887073,0
STK4,11.635686,21.716444,17
ZNF708,3.759257,-2.6756384,13
COG1,7.5531425,0.9949205,13
MAPK8,16.59615,6.1187086,7
ATF2,12.526163,11.913445,0
COL5A2,14.475654,17.803076,11
HP1BP3,-0.16133033,15.465111,10
ZEB2,0.45320755,15.986022,10
SLC35A5,4.3045025,-2.5252845,13
DAB2,4.976216,-0.27638504,9
SRSF6,2.069385,17.204708,3
TATDN2,5.0789175,4.340469,9
AADAT,3.5791175,4.2706323,9
ZFC3H1,9.876986,15.851423,0
PRKG1,19.74291,12.312344,15
TULP4,12.982739,16.885977,11
RHPN2,6.6225147,7.48017,6
PAG1,19.46547,8.582955,7
SNX16,7.2083263,4.963195,9
AP4M1,18.274578,7.6882653,7
BUB1B,5.0216155,7.7458105,9
ERBB3,8.842328,0.95484596,13
CEP126,4.863917,-0.29884595,9
GALNT1,11.490308,11.506229,0
TEAD1,16.309336,12.939166,15
SIPA1L2,10.245825,-8.68258,1
TOP3B,7.038921,-1.7964194,13
PATL1,13.77117,12.0818615,15
SLC2A3,1.1602713,16.283361,3
SUGP2,19.61084,2.290169,7
FSTL1,2.7400687,18.87261,3
UBN2,18.701864,-6.4487543,18
ZC3H7A,10.214147,16.002718,0
NEMF,8.964786,13.712341,0
AP3M2,2.9672732,-8.597495,1
LARP4,13.459699,21.22047,11
PDK4,6.3214183,10.413374,5
DENND4A,3.122779,-1.5399547,13
CCDC102B,14.805089,12.481364,15
USPL1,14.716273,12.399559,15
PHYKPL,18.183477,-6.837903,18
EMP3,-3.7653005,8.304203,16
PSMB7,4.5872765,19.25855,3
PKD2,3.54959,-2.5839775,13
BRD9,13.865152,20.978262,11
OTULIN,9.325922,12.7694435,0
HCG18,0.8963709,-7.033504,1
TACC1,3.806029,-9.108262,1
APBB2,7.0892487,-1.7727246,13
CUL4A,19.800053,12.338032,15
SEMA3D,9.260116,-7.176053,18
GPAM,2.7615056,-7.965641,1
CCDC28A,-4.201387,1.6733315,2
CGAS,11.279317,16.663542,0
WDSUB1,6.899678,8.206298,6
P3H1,18.6167,-6.708214,18
COG5,12.0959015,-7.9600906,1
EP400,15.093654,-6.8164835,18
SHPRH,14.648566,18.027195,11
SFI1,4.6881633,-0.66129947,13
CAV3,15.17219,19.793442,11
RFWD3,-5.526711,0.2817117,2
ZNF704,16.503275,5.739445,7
CREBRF,2.1307836,17.183155,3
TAF4,5.738323,-7.076231,13
SOS1,3.6240506,-9.456813,1
ARL17B,3.7165766,3.095911,9
TAGLN,6.6145897,9.72411,5
TRAF5,5.5011063,-1.9938537,13
AC245060.5,2.2095068,3.5872564,9
ZNF608,17.195452,-7.0660124,18
TTBK2,7.1720366,4.464393,9
DEGS1,14.975265,12.33723,15
TTPAL,0.8213157,-7.004191,1
MCM10,5.166597,2.8864312,9
TARDBP,14.714747,20.520365,11
FNIP1,13.532284,21.464678,11
ATXN2,9.331015,12.786438,0
SOAT1,6.9874606,-11.049765,1
NSUN4,19.313145,-5.94458,18
NUPR1,6.4157114,10.231449,5
ZNF622,9.390109,21.828363,17
COL21A1,0.25240645,13.633877,10
MAVS,22.812977,-1.9237045,18
AMOTL2,16.313269,12.331311,15
C1orf56,18.570477,-6.6451387,18
WDR43,2.5566359,18.155083,3
VPS4B,18.959406,-6.5655866,18
HPS4,20.562155,10.034147,15
FAM117B,5.666758,-2.5528417,13
MLLT6,16.852861,6.110669,7
TUBB4B,8.86852,21.732065,17
WEE1,7.7900567,21.79661,17
MGRN1,7.357091,5.1176248,9
ZNF16,8.3388,-0.6751297,13
FARP2,5.9471703,-10.5725765,1
TXLNA,15.950758,12.469096,15
GPCPD1,-4.5061655,4.3969893,4
COL6A3,9.108576,14.490154,0
TBKBP1,7.1216607,-6.887253,13
OXNAD1,5.5094566,-6.4024534,13
MEG8,15.518118,12.492607,15
ADAM17,18.331612,12.915442,15
RPH3AL,6.18098,6.455984,9
DIAPH2,9.277363,-7.5820384,1
AL035071.1,6.353684,4.433118,9
SCAF8,19.258368,-6.428066,18
PTCH1,6.982482,-2.6795847,13
THY1,3.8438268,-0.91855454,13
MT-ND4L,2.291417,17.335693,3
TNFAIP8L1,7.68305,6.2026124,9
FMNL2,6.709254,-2.1899557,13
ZNF407,4.9586024,5.0640726,9
NAA25,9.767816,15.857296,0
SLC20A1,20.02078,9.138732,15
QSOX2,4.4431496,-7.651477,1
WDR76,2.7062485,4.804911,9
UBAP2L,10.874997,16.856108,0
ANGEL2,9.449116,-9.58819,1
GAPDH,-3.4014282,9.524392,12
CACNB1,6.5252695,-7.6479588,1
C12orf73,9.720564,12.273588,0
KPNA1,20.380716,11.877915,15
AC020916.1,9.4529915,1.8274802,13
VPS54,8.902122,0.79134774,13
DNAJB1,-3.6375828,8.470677,16
SLC12A9,3.5921783,-1.8811725,13
HSPBAP1,5.5013957,-3.2785282,13
METTL7A,17.448944,3.726457,7
BEX2,9.805567,2.6053016,7
IER5,-4.6491594,5.539324,4
CPXM1,19.761805,-6.276919,18
ZMYM6,5.712901,4.0900974,9
ZNF654,10.181757,-9.080026,1
RNF215,5.23409,4.917069,9
ZNF329,5.2940574,4.113598,9
MIRLET7BHG,3.089243,-0.8248038,13
ZNF641,4.746416,4.489972,9
SETD6,5.4458346,-0.6720286,13
IRAK1BP1,1.9424006,-7.232105,1
PUM2,12.926636,11.921178,0
SEC23B,22.632788,-0.11594968,18
COL16A1,18.022032,2.960759,7
VEGFA,-0.033368707,14.910128,10
EIF2B1,15.054853,12.498089,15
COL5A3,8.926011,0.32131878,13
CIT,-6.78981,-2.594676,19
TCEA3,6.411562,20.966204,17
USP16,14.568266,17.917486,11
SLC26A6,5.7510166,3.1957333,9
CTSL,18.326958,12.862155,15
LPIN2,8.948188,0.6967994,13
MCEE,-0.12173763,-7.8844767,1
XRN1,9.90644,21.90886,17
ZNF493,22.20252,0.41223955,18
NVL,-4.084946,-0.231128,2
DLST,21.35176,0.9945839,7
EXOC5,17.899975,-7.020997,18
DTX4,20.351715,-5.7464905,18
ABHD3,8.077599,7.703296,6
CDCA7,17.359613,7.927343,7
SLC29A2,15.60998,-6.7169237,18
TMEM245,21.743475,-4.475664,18
TAF8,22.08882,-4.117363,18
SASH1,4.451063,-9.767028,1
TACC2,4.0018797,-8.215233,1
NFRKB,20.715347,1.6115478,7
REPS1,11.733595,-8.375071,1
FBXO33,9.456404,2.1428032,18
MOV10,7.155964,4.5447965,9
JPT1,4.4211125,19.17022,3
L1CAM,15.819127,-6.9878974,18
LINC00954,4.3542376,-1.2455943,13
PLEKHA4,17.4134,-6.5695357,18
E2F8,5.0504255,7.717105,9
TAF1C,6.880697,-1.8550369,13
TUBA1C,2.0750604,17.923521,3
EPS15,19.236359,2.623919,7
FAM76B,20.352518,9.108887,15
SP4,5.7878737,3.1595104,9
ARID4A,14.257227,-7.1765532,18
NDUFAF7,18.814238,-6.436305,18
HERC1,9.857667,-9.4737625,1
ERV3-1,9.17903,14.753366,0
NEURL1B,5.318934,7.5122337,9
MARCH6,7.9179235,22.086813,17
VPS8,8.641256,-9.55507,1
ZNF217,10.603253,11.84014,0
ATG4B,20.86896,9.899956,15
SRPK1,13.473301,12.005652,15
PHF3,4.63146,19.198849,3
DET1,2.957975,4.1722164,9
ERLIN2,17.017927,-7.2290363,18
SKP2,5.979465,20.387281,17
ENOSF1,3.232184,-9.109122,1
POLR2J3-1,12.450731,16.86667,11
CDK5RAP3,-4.443754,1.9730728,14
DYRK1A,10.309611,16.29695,0
LEMD3,22.081392,-3.3356261,18
NSD1,14.899002,12.394983,15
ADAM10,17.02391,3.2332575,7
ZNF227,6.9761167,6.0583177,9
PMAIP1,12.226923,16.69918,11
FAM199X,20.354954,-5.538917,18
HMGN1,0.21094838,11.395684,8
TTC5,3.5550344,-9.395883,1
RAD51AP1,9.341127,1.5651512,13
EXOSC9,22.676258,-0.56282496,18
SUPT5H,14.621446,20.764755,11
ZFAND2A,0.55440134,15.52845,10
ZNF121,18.19193,-6.7282076,18
ATP6V1H,9.294257,12.904004,0
ST8SIA4,18.693901,-6.5952864,18
ASAP3,5.034241,-7.166536,1
MIB1,-4.491249,3.8502584,14
JAG2,6.794556,9.790549,5
ERCC8,7.061169,-6.91191,13
FAM160A2,6.93036,5.0183783,9
TRIP12,9.542995,15.420847,0
NEK2,-6.843642,-2.6189675,19
OGFR,11.585615,11.56866,0
CAND1,4.8884463,19.388962,3
TRPM7,11.757962,-7.6880927,1
GNS,11.695183,-8.4291525,1
TMEM44,4.4049745,-7.3573093,1
ZEB1,10.85809,-8.653477,1
POLQ,2.6541927,4.8089166,9
NAV1,18.224615,3.185802,7
BAG2,11.646331,-8.233233,1
SYVN1,11.954408,-7.8066587,1
CCDC84,22.646923,0.069186896,18
TMEM138,14.348232,-6.9950867,18
PER1,11.330346,21.742783,17
SPC25,-6.727426,-2.4393008,19
ARL10,0.9232198,-6.942509,1
SETDB1,17.5612,2.7362168,7
ORC6,22.93195,-4.2743073,18
CEP70,7.730393,1.0938907,9
VEZT,9.430509,15.439009,0
COIL,13.912005,21.335352,11
PLXNB2,19.695547,12.35447,15
AC011447.3,2.30474,4.6772223,9
NDEL1,10.950913,-8.799909,1
AP002495.2,2.942509,-1.1634492,13
PLK2,2.4886456,17.581495,3
CCNL1,0.24980491,13.540682,10
ANAPC7,10.40077,-8.936057,1
ZBTB41,18.328575,-6.834432,18
MIR4435-2HG,12.643895,17.038025,11
STARD4-AS1,5.637188,-3.3333302,13
KIF1B,8.12884,21.579365,17
FAM239A,2.144865,4.185086,9
TCF25,-0.5798817,14.283168,10
CSGALNACT2,15.086608,12.272956,15
OPA1,17.132639,4.3054514,7
CEP78,8.946724,0.8364132,13
PPM1K,8.850396,0.3118441,13
COPS5,12.428674,16.949492,11
PDS5B,14.740723,20.041573,11
SCN3B,6.771105,9.859497,5
TFIP11,9.21987,-7.1846156,18
CCDC77,4.109464,-9.430696,1
USP31,7.1970005,-1.7418221,13
ARHGAP11A,6.297932,7.31434,6
STRIP1,11.079421,-8.417996,1
KDM2A,14.708173,20.43083,11
ANGPTL4,9.476191,2.685054,7
VPS50,7.4780827,-2.2998824,13
DDX17,1.0704615,16.468164,3
NPM1,-3.4129097,9.460995,12
APOE,-3.7459857,8.314677,16
AHSA1,-0.39135626,14.862925,10
CU638689.4,5.4552665,-8.676048,1
KANTR,5.2670302,2.816777,9
SETD2,7.456701,21.730957,17
CTNNB1,1.8597838,17.524012,3
ACAP3,9.376887,-7.7940154,1
OGG1,1.2807344,-7.32169,1
STAM2,4.334892,-2.2127607,13
RNF6,8.453184,-9.704003,1
TAF15,11.756915,21.737576,17
LIN7C,17.068146,2.8680923,7
RFC3,18.246931,2.9779658,7
NUP153,17.168959,4.1122465,7
CHD3,14.756813,-7.5694532,18
SYNE3,7.7493258,-1.3428327,13
OSBPL2,22.610596,-1.3378607,18
UBE2C,-4.732277,6.217895,4
PREPL,15.107261,19.90384,11
UBE2Z,-4.557836,4.8918085,4
CDC16,21.665644,0.74137086,7
ARHGAP21,22.639462,-1.2080842,18
U2AF1,7.107403,5.7998204,9
KLHL25,7.2924204,8.418402,6
TLK1,17.405151,12.747373,15
KIF13B,4.26401,-1.6958951,13
SLC25A32,7.39989,1.1582893,9
ETFDH,7.2720737,5.8380804,9
LPAR2,3.324734,-1.0099975,13
ANKRD10,2.1863627,17.99955,3
SMN1,6.4235964,7.2877445,6
EHBP1,6.997967,-11.122938,1
UAP1L1,4.0072427,-9.541217,1
AMDHD2,2.6012142,4.5639243,9
GRIN3A,4.368923,-0.8176012,13
CABIN1,19.712715,1.6985444,7
PRKAA1,12.304049,-7.968891,1
SERINC5,21.94162,-3.806143,18
FRA10AC1,11.571179,11.838635,0
ADPRM,7.6911364,6.2104626,9
MPP6,18.526592,-6.6996818,18
DNAJB14,18.282269,12.888096,15
DNAJB11,12.13579,16.976921,0
PIGG,7.9541736,6.488919,9
FMNL3,22.799492,-4.5127997,18
DICER1,11.493174,11.816571,0
YWHAG,-0.58922786,14.426356,10
DPP8,11.849162,-7.7076964,1
PGM2L1,14.71733,18.15609,11
HGS,16.80519,12.476968,15
E2F6,17.618177,2.9116557,7
ZNF3,3.8142893,-9.235564,1
ATR,6.5988107,-10.518778,1
ACVR2A,11.546864,16.911638,0
RNF19A,-4.537613,0.30791375,2
NEDD1,3.198873,-8.842409,1
FBXL2,4.0270767,3.1631901,9
HIF3A,2.29077,18.126047,3
UNC5D,2.9726655,-0.68489957,13
MT2A,-3.7126281,8.258093,16
FAM126B,8.2971,-1.7592669,13
EIF4E,9.200082,15.123035,0
RNF44,9.090492,14.246302,0
AC015802.6,18.194756,2.7489939,7
PLEKHM1,3.7201092,4.128208,9
GTF3C3,9.30463,15.181032,0
SAMD8,17.321476,12.556629,15
PAQR3,7.996336,7.052695,6
PFDN1,-4.4926634,3.7937322,14
IMPA1,9.340298,-7.1042676,18
EZH2,11.252443,16.514042,0
KIF3B,20.33412,11.039071,15
RGPD5,7.2363586,8.30327,6
PRRC1,13.98786,21.277391,11
BRI3BP,5.2255225,-6.6020346,13
POC1B,6.0648685,4.223226,9
HIST1H1A,-6.761291,-2.5141115,19
WASHC5,18.646309,-6.5602794,18
MBTPS1,17.122707,12.324643,15
H2AFZ,0.22819273,12.76586,10
TUBB,-3.7060113,8.427423,16
IFI6,19.09563,8.3421,7
MYLPF,-4.5336776,4.680848,4
IGF2R,9.1260195,13.10012,0
ATP5MC1,5.921531,20.31287,17
ZFAND2B,19.009132,2.6933854,7
MOGS,2.7246723,-7.9167767,1
MRLN,20.497795,9.611702,15
AGFG1,21.772243,0.6813027,7
E2F7,2.4741416,4.739677,9
GGCX,10.56053,11.775573,0
GAMT,-4.658149,6.591069,4
ZFP36,8.01666,8.2112665,15
CWC22,13.336776,21.216225,11
BRIP1,2.3019805,4.6220303,9
WDR75,20.719685,11.744319,15
ESYT2,17.285757,2.8388526,7
AL683813.1,6.414741,7.011704,6
NCAPH,-6.7491136,-2.4963684,19
FBN2,14.511243,17.8558,11
DDX24,-0.24630983,15.336962,10
CC2D1B,4.6617484,-0.6249002,13
IGLC2,6.5728836,7.4297543,6
WDR3,21.387983,0.9675571,7
PDLIM3,11.259523,16.562254,0
AMMECR1L,9.262298,-7.47238,18
JAKMIP2,5.7094707,-7.328868,1
IFFO1,6.9323416,-11.042823,1
NLGN2,5.7917786,-2.5459425,13
PANK3,8.0927,22.200867,17
NFX1,12.342155,-7.995422,1
NOC3L,12.740294,21.408167,11
CEP192,-5.6701083,0.18489933,2
SLC45A4,4.6952424,-1.7342302,13
RBM24,9.262078,21.915527,17
MEST,-3.8668966,8.165833,16
MTAP,2.7789528,-8.013193,1
NEK4,5.769333,-3.3423612,13
DMXL1,14.793396,12.228066,15
PCDH9,9.605207,2.3870473,18
ARAP1,6.771566,-10.469903,1
PHF1,-3.8159938,0.64085174,2
TEX2,3.7552004,4.771976,9
WDR20,8.125021,1.2553703,9
NEK7,16.190985,12.356086,15
SPRED2,18.349443,2.3083906,7
MIS18BP1,5.0268235,5.04575,9
SCN7A,6.448926,6.951934,6
CNOT2,12.78094,17.00772,11
NCK1-DT,3.0637188,-1.5085616,13
SPCS3,9.515773,21.860037,17
ACBD6,19.317802,8.5,7
PTPRO,3.5287113,-1.2996773,13
ORC3,10.5011,-8.070531,1
DTNA,17.220285,-6.5747857,18
HBS1L,17.499851,12.8014145,15
RTL5,5.6106644,3.194965,9
ARHGAP12,7.871288,-10.358825,1
NRDE2,16.458424,-6.584076,18
STIM2,-4.1306987,-0.2686023,2
GJC1,-4.558556,2.303877,14
NFIL3,12.969061,21.307283,11
SMG7,9.117797,13.114911,0
MIGA1,16.825994,6.1975517,7
ME2,17.151123,-6.5026364,18
BANF1,-3.6708674,8.429075,16
RANBP6,14.787418,-6.779675,18
SLC30A1,14.728158,18.236351,11
BCL2L2,-6.7712417,-0.23652238,19
RNASEK,8.118655,7.579715,6
CDC25C,-6.891289,-2.6787498,19
OTUD7B,12.665993,-7.8342743,1
LARP7,9.190874,14.161939,0
RRP1,19.848083,8.8646555,15
IRF1,7.7163687,5.4385467,9
ARHGAP5,4.838357,19.363283,3
KIF18B,5.017774,7.745967,9
SPG7,20.350245,11.449477,15
EMCN,9.111657,21.851894,17
ANO6,14.832268,12.330679,15
CCNT1,5.835608,20.220978,17
ZNF765,5.91153,6.979489,9
ARHGEF10,4.370593,-8.599849,1
DDX31,6.6436543,-1.815649,13
MCOLN3,3.3248115,-8.944196,1
SLC38A6,12.722358,-7.7782683,1
DNM3OS,17.884045,7.4620833,7
DCLRE1C,0.027606396,-7.607116,1
DPYD,11.678125,-8.42527,1
MIR503HG,-6.724193,-2.465657,19
RNPC3,4.897173,-6.6969247,13
PDCD4,20.007626,1.6140622,7
TAMM41,2.7120013,-7.868568,1
CARNMT1,6.2937226,-3.3170187,13
ZCCHC8,9.923979,12.184761,0
KIAA0232,21.722527,-4.3904233,18
KLHL12,7.403454,5.1824937,9
FBXO22,20.023115,8.788221,15
NRSN2-AS1,6.7816052,7.645003,6
DGKE,18.437042,8.343507,7
KANSL3,6.687939,-2.666259,13
MAP3K1,8.135572,-1.4605107,13
P2RX6,6.2233753,-1.2882726,13
BSDC1,16.86183,7.083679,7
MSL1,13.422182,12.009538,15
MBOAT2,10.311618,-8.768801,1
STIL,4.342413,5.0796976,9
ZNF451,11.690623,21.613585,17
PYGO1,2.3335009,3.6840572,9
PHTF2,20.213467,1.4401991,7
AURKA,-3.726807,0.56586283,2
PTMA,0.16262445,11.336961,8
DDB2,-4.120554,-0.2462398,2
FAM126A,16.506546,-6.977435,18
MYL1,0.5941282,14.145187,10
KAT6B,11.073911,16.884779,0
ZMYM4,21.120258,10.804793,15
NT5C2,18.089855,7.8566995,7
TMEM209,5.69143,-10.973233,1
SMAD5,13.929159,21.370127,11
TROAP,-6.7204604,-0.62776875,19
DHRS11,2.2654731,4.362093,9
AKAP6,4.420075,5.009943,9
CCL5,7.2856784,7.766302,6
PTPRK,7.9983435,8.026821,15
RHOA,0.24910414,12.608107,10
ZNF623,-0.08262165,-7.885074,1
ARMH3,9.262001,2.0240846,18
BUB1,-6.7345066,-2.392587,19
PTEN,-4.4981217,2.7385302,14
FRMD4A,2.4676635,4.4680047,9
ZNF431,21.960167,-4.1379156,18
MIPOL1,8.001145,-10.299132,1
RAI14,5.5323834,-10.435708,1
DIP2B,22.534456,-1.8956406,18
ARHGAP29,8.052043,7.0806837,6
NRDC,14.337197,20.970602,11
MAT2A,2.0568678,17.141544,3
POLR3A,15.3245735,-7.323021,18
DIDO1,17.152521,3.3301818,7
RIF1,8.576809,21.85912,17
SFXN2,3.3921115,-1.1946983,13
DHX9,6.2771907,20.648436,17
TM9SF2,11.200792,16.898277,0
LMBR1L,17.081327,-7.182222,18
LRP4,4.1277933,4.909554,9
GPATCH2,19.570967,8.535209,7
AREL1,6.2691355,4.3805666,9
RRM2,8.064664,7.4326544,6
INO80,7.148164,-2.6059532,13
EBLN2,8.019164,7.124954,6
BCLAF1,-0.20702192,14.59381,10
DCTN5,22.72741,-2.4424505,18
HNRNPR,0.2514713,12.720012,10
FAM24B,-6.720465,-0.6429445,19
AGPAT5,18.940077,-6.6224,18
IDS,20.141508,8.903301,15
CDON,19.43141,1.9535027,7
MAP3K2,10.280616,16.292526,0
HIST1H2AC,7.719434,21.27168,17
ZRANB2,11.767363,21.755592,17
HIST1H2AG,-6.587756,-2.229152,19
PHF20L1,9.646043,15.643631,0
TNNT2,6.4975805,10.336426,5
TTYH2,4.642315,-9.837492,1
KIF15,-6.8105955,-0.44930273,19
NUMB,21.044685,-5.1504436,18
CEP164,20.79813,1.5072157,7
RPP38,10.622062,-8.747322,1
MDH2,-4.073448,7.889254,16
RBM34,7.1467996,8.2910185,6
SDK1,6.9593267,4.9456797,9
TXLNG,15.192201,-6.678737,18
SOS2,8.994274,-9.307244,1
IBTK,17.95758,3.135458,7
CYB5RL,2.0616052,4.02679,9
BMPR1A,8.656438,-10.107915,1
PHC3,18.353537,2.3210967,7
MUS81,9.234307,-9.771237,1
C5orf22,3.9455898,-9.301219,1
CWC25,9.089656,14.472863,0
EIF3J-DT,4.579955,-3.0640984,13
APC,22.337166,-4.233842,18
RAB11FIP2,7.885192,-10.497383,1
ELMSAN1,20.089706,2.1130648,7
SENP6,9.092858,13.221988,0
MAP1B,18.562891,-6.7348833,18
ZHX3,4.561847,-3.0738676,13
TDP2,16.336304,-6.971135,18
IER5L,-4.506166,4.529048,4
DGKH,3.482635,-2.5678818,13
C12orf45,8.87028,22.092983,17
TFAP2A,4.8190656,-7.067652,1
SRP19,13.059864,16.939007,11
SMURF1,6.362375,-1.4594733,13
CEP135,-5.4901915,0.26297525,2
ACVR1B,16.550945,-7.014163,18
FKTN,1.3822609,-7.059799,1
STT3B,12.8425455,16.975363,11
DHX15,12.894288,21.447174,11
GYG1,4.982504,-2.3424637,13
AGAP6,3.6308968,4.3528185,9
CAMKMT,6.8821383,1.5292912,9
PHC1,12.998162,11.908098,0
CLHC1,2.1321275,4.275017,9
CEP55,-6.7500243,-2.4625237,19
AASDH,6.89749,-10.500281,1
MATR3-1,9.50981,12.515977,0
TNS2,10.348459,-8.129795,1
AL133338.1,3.9836824,4.480024,9
AC139887.2,3.8153746,-1.2196618,13
