gene,time,mean_wt,mean_ko,log2fc
LAMA4,16.0,1.3122852233676976,1.7001718213058419,0.37359923209060225
MDH2,16.0,2.3509450171821307,2.281786941580756,-0.04307670984196409
PABPN1,16.0,1.2392611683848798,1.5025773195876289,0.2779589701847974
DNAI1,16.0,0.011597938144329897,0.10266323024054982,3.1459791954776075
DCP2,16.0,0.9282646048109966,1.2079037800687284,0.37989752185322206
GPCPD1,16.0,0.6782646048109966,1.1490549828178693,0.7605277194441453
AC106707.1,16.0,0.24398625429553264,0.22121993127147765,-0.14131849682557712
OAS3,16.0,0.16623711340206185,0.35180412371134023,1.0815298809189082
EIF2A,16.0,1.054553264604811,1.797680412371134,0.7695045976701193
MAPK11,16.0,0.195446735395189,0.19888316151202748,0.025145648046635282
ANKH,16.0,0.2031786941580756,0.21305841924398625,0.06849993671821719
FSTL5,16.0,0.13960481099656358,0.24097938144329897,0.7875610483456391
SNRPF,16.0,4.607388316151202,5.739261168384879,0.31691583139062013
ZBTB48,16.0,0.23625429553264604,0.2959621993127148,0.32507236306032716
RFWD3,16.0,0.39647766323024053,0.2534364261168385,-0.6456156913428184
RBM4,16.0,0.5472508591065293,0.7972508591065293,0.5428314320446
BANF1,16.0,3.7830756013745703,4.196735395189004,0.1497078962674076
DEDD2,16.0,0.5047250859106529,0.6963058419243986,0.4642233332787287
AC148476.1,16.0,0.11554982817869416,0.08376288659793814,-0.4641320440689342
PPP2R3B,16.0,0.2109106529209622,0.10051546391752578,-1.0692144872186362
LNCSRLR,16.0,0.17268041237113402,0.07517182130584192,-1.1998405685093454
CDC37,16.0,1.7598797250859106,1.8329037800687284,0.058654217688150094
ATL2,16.0,0.4209621993127148,0.5919243986254296,0.49172223271188004
MTRNR2L10,16.0,0.22293814432989692,0.5047250859106529,1.1788543094815795
LNX2,16.0,0.18513745704467355,0.18170103092783504,-0.02703020582177143
SULT1E1,16.0,0.6434707903780069,0.756872852233677,0.23417630012573643
HSPA1B,16.0,5.771048109965636,7.631013745704467,0.40304136725712436
GTSE1,16.0,0.6237113402061856,0.6490549828178694,0.057462207078759674
TOP2A,16.0,2.1391752577319587,1.7766323024054982,-0.26790955650288606
BIRC5,16.0,0.5794673539518901,0.48238831615120276,-0.2645324200466242
TPX2,16.0,1.6494845360824741,1.5871993127147765,-0.05553194654068262
NUSAP1,16.0,0.4424398625429553,0.3552405498281787,-0.31668510209889894
CENPF,16.0,2.9553264604811,3.445446735395189,0.22137354763160705
PTTG1,16.0,1.436426116838488,1.7384020618556701,0.2752780014140741
HJURP,16.0,0.3556701030927835,0.4325601374570447,0.28236100978643386
UBE2C,16.0,3.4424398625429555,2.6103951890034365,-0.3991632177521561
RACGAP1,16.0,0.40936426116838487,0.18084192439862543,-1.178655976390121
NDC80,16.0,0.3539518900343643,0.4325601374570447,0.2893474400828499
CDCA3,16.0,0.4686426116838488,0.5395189003436426,0.20318536216360467
DLGAP5,16.0,0.39390034364261167,0.4377147766323024,0.1521604122041411
CDKN3,16.0,0.438573883161512,0.43427835051546393,-0.014199868942249531
NUF2,16.0,0.3797250859106529,0.44329896907216493,0.22332469548695952
FBXO5,16.0,0.6323024054982818,0.6748281786941581,0.09390550909340017
CCNA2,16.0,0.46048109965635736,0.4338487972508591,-0.08594961262629149
KIF23,16.0,0.3127147766323024,0.4424398625429553,0.500633980519202
