x_wt,y_wt,time,x_ko,y_ko,pop_wt,pop_ko
5.815274,8.2542715,0.0,10.181917,8.100751,quiescent,intermediate
10.720993,6.914806,0.0,10.517329,2.0472703,intermediate,intermediate
6.924229,4.362989,0.0,11.886349,6.195328,proliferative,proliferative
12.356339,4.290849,0.0,7.133898,7.1789994,quiescent,intermediate
0.8532545,3.3674967,0.0,6.1727643,5.4486265,proliferative,quiescent
11.651904,5.2904577,0.0,7.448952,3.707629,quiescent,quiescent
11.6974325,6.435806,0.0,9.638154,7.1027246,quiescent,intermediate
6.959242,7.9918566,0.0,9.229027,4.653537,intermediate,proliferative
7.265725,7.2638845,0.0,11.816285,6.2779408,intermediate,intermediate
6.126254,8.519876,0.0,6.492968,7.624108,intermediate,intermediate
7.2968926,7.1678653,0.0,7.4541297,8.01549,intermediate,intermediate
7.5992584,7.438147,0.0,9.930725,5.7043643,intermediate,intermediate
6.296442,8.734647,0.0,0.83888936,6.1331525,proliferative,proliferative
8.157523,11.777981,0.0,0.7182056,5.847878,intermediate,intermediate
11.89847,2.7280219,0.0,11.787931,4.8454003,intermediate,intermediate
1.8697833,4.985089,0.0,8.057754,3.4004989,quiescent,proliferative
7.3936825,6.2123694,0.0,7.03577,9.699609,intermediate,intermediate
9.420419,2.146328,0.0,11.10348,7.4582767,quiescent,intermediate
12.742613,10.260135,0.0,6.8453646,7.9223456,intermediate,intermediate
6.8328056,6.3200703,0.0,6.1724434,7.729708,proliferative,intermediate
6.0578127,6.627826,0.0,11.126569,7.0512595,quiescent,intermediate
7.2649407,10.754051,0.0,6.814721,4.110335,intermediate,quiescent
12.648898,10.680741,0.0,7.064974,10.106844,intermediate,quiescent
7.3984537,10.275687,0.0,7.012705,3.9163911,intermediate,intermediate
8.103165,3.5306964,0.0,5.666207,8.936072,quiescent,quiescent
7.2979045,3.3403928,0.0,11.888266,5.286771,intermediate,intermediate
8.274357,7.5829453,0.0,12.0149975,5.5172124,intermediate,intermediate
6.0368695,7.1793566,0.0,10.863801,1.2255735,quiescent,quiescent
6.108093,6.6115823,0.0,7.939431,2.2745335,quiescent,intermediate
11.346428,3.389173,0.0,6.0508747,7.12926,quiescent,quiescent
6.831659,4.3895655,0.0,11.810926,6.4571357,intermediate,quiescent
6.2706814,8.100173,0.0,7.05712,7.6727877,intermediate,intermediate
5.997792,8.299663,0.0,6.425722,8.643202,intermediate,intermediate
10.280332,5.501317,0.0,9.532223,10.582541,intermediate,intermediate
11.772321,4.6307397,0.0,11.894588,6.494428,intermediate,proliferative
9.732453,2.8321166,0.0,9.8248005,5.3169475,intermediate,intermediate
